time_from_start,number_of_rows_finished
0,0
15.159520864486694,26
16.14372181892395,52
17.112305164337158,78
18.08917474746704,104
19.064005851745605,130
20.117746114730835,156
21.078184604644775,182
22.06199598312378,208
23.053175449371338,234
24.094943046569824,260
25.06357216835022,286
26.06236505508423,312
26.814568281173706,332
27.804770469665527,358
28.8148832321167,385
29.807990550994873,411
30.805999517440796,438
31.79010009765625,464
32.53896975517273,484
33.539199113845825,510
34.50604581832886,536
35.52434492111206,563
36.49151682853699,589
37.4810585975647,615
38.46019220352173,641
39.48014426231384,667
40.45260667800903,693
41.446054220199585,719
42.424248456954956,745
43.48814868927002,771
44.25334930419922,791
45.02216958999634,811
46.11001372337341,837
46.94087195396423,858
47.907174587249756,884
48.895145416259766,910
49.86163067817688,936
50.63327670097351,956
51.600738286972046,982
52.58717679977417,1008
53.57698607444763,1034
54.65051317214966,1060
55.72326135635376,1087
56.730005979537964,1113
57.694390535354614,1139
58.70841312408447,1165
59.6835253238678,1191
60.7014799118042,1217
61.7040753364563,1244
62.492738246917725,1264
63.35580015182495,1284
64.33263778686523,1310
65.43621277809143,1336
66.47262835502625,1362
67.24516010284424,1382
68.25570225715637,1408
69.23901414871216,1434
70.40008926391602,1460
71.17111039161682,1480
72.15679168701172,1506
73.14040112495422,1532
74.14206433296204,1558
75.10286140441895,1584
75.89024662971497,1604
76.63456797599792,1624
77.6490330696106,1650
78.64849853515625,1677
79.42455053329468,1697
80.40084052085876,1723
81.30517983436584,1743
82.36505055427551,1769
83.46021699905396,1795
84.2059543132782,1815
85.19696807861328,1841
86.15789294242859,1867
86.94500374794006,1887
87.92141652107239,1913
88.94074630737305,1939
89.91209626197815,1965
90.90572142601013,1991
91.73086500167847,2011
92.70408177375793,2037
93.69948601722717,2064
94.73335385322571,2090
95.69636392593384,2116
96.72759747505188,2143
97.4956283569336,2163
98.48017001152039,2189
99.45726871490479,2215
100.45574283599854,2241
101.41558241844177,2267
102.4096508026123,2293
103.37382221221924,2319
104.3711678981781,2345
105.34372448921204,2371
106.36390018463135,2398
107.3458399772644,2424
108.34028553962708,2450
109.29900646209717,2476
110.10930061340332,2497
111.10137867927551,2523
111.86695575714111,2543
112.90036058425903,2569
113.90134000778198,2595
114.87266802787781,2621
115.89052963256836,2647
116.67584180831909,2667
117.67055916786194,2693
118.62858152389526,2719
119.43939805030823,2739
120.39838862419128,2765
121.39384078979492,2791
122.14248847961426,2811
122.90757441520691,2831
123.93094682693481,2857
124.95480608940125,2884
125.96141028404236,2910
126.9787027835846,2936
127.9400863647461,2962
128.94597721099854,2988
129.72694516181946,3008
130.74974179267883,3034
131.7325849533081,3060
132.71988368034363,3086
133.70385122299194,3112
134.7519087791443,3138
135.72621703147888,3164
136.85055375099182,3191
137.81967973709106,3217
138.84507250785828,3244
139.88861513137817,3271
140.87068581581116,3297
141.8458285331726,3323
142.84875965118408,3349
143.86484217643738,3375
144.96407985687256,3401
145.96025609970093,3427
146.95404028892517,3453
147.96835446357727,3479
148.99590516090393,3505
149.79794883728027,3525
150.7976143360138,3551
151.7641122341156,3577
152.79299545288086,3604
153.765625,3630
154.74867725372314,3656
155.7993869781494,3683
156.830228805542,3710
157.57830452919006,3730
158.56957340240479,3756
159.52575659751892,3782
160.61428594589233,3808
161.57502818107605,3834
162.56076741218567,3860
163.522554397583,3886
164.53921914100647,3912
165.51185035705566,3938
166.4973108768463,3964
167.25037574768066,3984
168.24875164031982,4010
169.2171549797058,4036
169.9894847869873,4056
170.9595079421997,4082
172.0154001712799,4110
172.97722363471985,4136
173.9990406036377,4162
174.75287699699402,4182
175.73575496673584,4208
176.71443438529968,4234
177.70875930786133,4260
178.68056678771973,4286
179.6826949119568,4312
180.6586503982544,4338
181.63541674613953,4364
182.6040096282959,4390
183.58655261993408,4416
184.5940980911255,4443
185.38227033615112,4463
186.34250569343567,4489
187.36287140846252,4515
188.10939931869507,4535
188.8831593990326,4555
189.62648105621338,4575
190.6156883239746,4601
191.59661436080933,4627
192.6556167602539,4653
193.4069755077362,4673
194.17847299575806,4693
195.1343970298767,4719
196.1531047821045,4745
197.29811644554138,4771
198.2930006980896,4797
199.28716492652893,4823
200.29000067710876,4849
201.04328227043152,4869
201.82134103775024,4889
202.7886323928833,4915
203.56998682022095,4935
204.3127555847168,4955
205.28881549835205,4981
206.05669260025024,5001
207.06370329856873,5027
207.81673908233643,5047
208.82507824897766,5073
209.8197419643402,5099
210.88122081756592,5125
211.88178133964539,5151
212.64987802505493,5171
213.6118803024292,5197
214.40839505195618,5217
215.36627578735352,5243
216.38607811927795,5269
217.14227724075317,5289
218.12293243408203,5315
218.89024877548218,5335
219.8732705116272,5361
220.9065454006195,5387
222.00565123558044,5414
222.97093510627747,5440
223.9748306274414,5466
224.96161603927612,5492
225.9458782672882,5518
226.7108917236328,5538
227.4709849357605,5558
228.48921585083008,5584
229.4999964237213,5610
230.49741673469543,5637
231.48460221290588,5663
232.4893274307251,5689
233.30470514297485,5709
234.05030846595764,5729
235.0496702194214,5755
236.04076743125916,5781
237.04764032363892,5807
238.0046420097351,5833
238.77351665496826,5853
239.81955766677856,5879
240.8431715965271,5905
241.59500336647034,5925
242.62636280059814,5951
243.5931088924408,5977
244.35969161987305,5997
245.31764960289001,6023
246.29911875724792,6049
247.30426454544067,6076
248.0923182964325,6096
249.0767674446106,6122
250.17823457717896,6148
250.92971849441528,6168
251.95298504829407,6194
252.92358446121216,6220
253.91184163093567,6246
254.66821932792664,6266
255.64562678337097,6292
256.61404514312744,6318
257.42417645454407,6338
258.4185302257538,6364
259.1979823112488,6384
260.1630702018738,6410
260.92574286460876,6430
261.88548159599304,6456
262.871506690979,6482
263.62972116470337,6502
264.62624740600586,6528
265.3939492702484,6548
266.44215154647827,6574
